time[ISO-UTC],xPos[m],yPos[m],Latitude[deg],Longitude[deg],speed[km/h],hr[bpm],numSatFix[-],hdop[-]
20200203T133503600,-175.549101,-25.622510,47.029886,8.287555,8.242560,NaN,NaN,NaN
20200203T133503700,-175.571913,-25.867105,47.029884,8.287554,8.251560,NaN,NaN,NaN
20200203T133503800,-175.602329,-26.145053,47.029881,8.287554,8.278920,NaN,NaN,NaN
20200203T133503900,-175.594733,-26.367413,47.029879,8.287554,8.243280,NaN,NaN,NaN
20200203T133504000,-175.625147,-26.589772,47.029877,8.287554,8.249760,NaN,NaN,NaN
20200203T133504100,-175.678368,-26.845484,47.029875,8.287553,8.435160,NaN,NaN,NaN
20200203T133504200,-175.731589,-27.090078,47.029873,8.287552,8.491320,NaN,NaN,NaN
20200203T133504300,-175.746799,-27.323555,47.029870,8.287552,8.477640,NaN,NaN,NaN
20200203T133504400,-175.762011,-27.590385,47.029868,8.287552,8.577360,NaN,NaN,NaN
20200203T133504500,-175.769619,-27.790509,47.029866,8.287552,8.514000,NaN,NaN,NaN
20200203T133504600,-175.754421,-28.023987,47.029864,8.287552,8.573400,NaN,NaN,NaN
20200203T133504700,-175.777234,-28.257463,47.029862,8.287552,8.632080,NaN,NaN,NaN
20200203T133504800,-175.800047,-28.513176,47.029860,8.287551,8.685720,NaN,NaN,NaN
20200203T133504900,-175.845666,-28.768888,47.029857,8.287551,8.659800,NaN,NaN,NaN
20200203T133505000,-175.845672,-28.991248,47.029855,8.287551,8.713440,NaN,NaN,NaN
20200203T133505100,-175.822874,-29.246962,47.029853,8.287551,8.735760,NaN,NaN,NaN
20200203T133505200,-175.838084,-29.480439,47.029851,8.287551,8.674200,NaN,NaN,NaN
20200203T133505300,-175.815285,-29.702799,47.029849,8.287551,8.604360,NaN,NaN,NaN
20200203T133505400,-175.800087,-29.925159,47.029847,8.287551,8.560080,NaN,NaN,NaN
20200203T133505500,-175.853308,-30.180871,47.029845,8.287551,8.684640,NaN,NaN,NaN
20200203T133505600,-175.906528,-30.392111,47.029843,8.287550,8.606520,NaN,NaN,NaN
20200203T133505700,-175.936941,-30.581115,47.029841,8.287550,8.524800,NaN,NaN,NaN
20200203T133505800,-175.952151,-30.803474,47.029839,8.287549,8.489160,NaN,NaN,NaN
20200203T133505900,-175.944554,-30.981362,47.029837,8.287549,8.313120,NaN,NaN,NaN
20200203T133506000,-175.921754,-31.181486,47.029836,8.287550,8.109000,NaN,NaN,NaN
20200203T133506100,-175.906558,-31.437200,47.029833,8.287550,8.070480,NaN,NaN,NaN
20200203T133506200,-175.944574,-31.670677,47.029831,8.287549,8.144280,NaN,NaN,NaN
20200203T133506300,-175.967387,-31.904153,47.029829,8.287549,8.113680,NaN,NaN,NaN
20200203T133506400,-175.952190,-32.137631,47.029827,8.287549,8.107920,NaN,NaN,NaN
20200203T133506500,-175.921789,-32.382228,47.029825,8.287550,8.126280,NaN,NaN,NaN
20200203T133506600,-175.898989,-32.582352,47.029823,8.287550,8.099640,NaN,NaN,NaN
20200203T133506700,-175.853383,-32.782477,47.029821,8.287551,8.022960,NaN,NaN,NaN
20200203T133506800,-175.800177,-33.049309,47.029819,8.287551,8.058600,NaN,NaN,NaN
20200203T133506900,-175.769776,-33.293906,47.029817,8.287552,8.296560,NaN,NaN,NaN
20200203T133507000,-175.762182,-33.549619,47.029814,8.287552,8.433720,NaN,NaN,NaN
20200203T133507100,-175.716576,-33.760862,47.029812,8.287552,8.442000,NaN,NaN,NaN
20200203T133507200,-175.655767,-33.983223,47.029811,8.287553,8.458560,NaN,NaN,NaN
20200203T133507300,-175.579755,-34.227821,47.029808,8.287554,8.543520,NaN,NaN,NaN
20200203T133507400,-175.503741,-34.416829,47.029807,8.287555,8.470440,NaN,NaN,NaN
20200203T133507500,-175.412524,-34.639191,47.029805,8.287556,8.431920,NaN,NaN,NaN
20200203T133507600,-175.397327,-34.883787,47.029802,8.287557,8.540280,NaN,NaN,NaN
20200203T133507700,-175.366928,-35.172855,47.029800,8.287557,8.726040,NaN,NaN,NaN
20200203T133507800,-175.306119,-35.417452,47.029798,8.287558,8.773920,NaN,NaN,NaN
20200203T133507900,-175.222505,-35.650932,47.029795,8.287559,8.803800,NaN,NaN,NaN
20200203T133508000,-175.146492,-35.906647,47.029793,8.287560,8.887320,NaN,NaN,NaN
20200203T133508100,-175.093285,-36.129008,47.029791,8.287561,8.877960,NaN,NaN,NaN
20200203T133508200,-174.994466,-36.340253,47.029789,8.287562,8.864640,NaN,NaN,NaN
20200203T133508300,-174.926055,-36.573732,47.029787,8.287563,8.849520,NaN,NaN,NaN
20200203T133508400,-174.910859,-36.829446,47.029785,8.287563,8.905320,NaN,NaN,NaN
20200203T133508500,-174.834846,-37.051808,47.029783,8.287564,8.906040,NaN,NaN,NaN
20200203T133508600,-174.743628,-37.251934,47.029781,8.287565,8.899560,NaN,NaN,NaN
20200203T133508700,-174.667614,-37.452059,47.029779,8.287566,8.781480,NaN,NaN,NaN
20200203T133508800,-174.561193,-37.663304,47.029777,8.287568,8.685360,NaN,NaN,NaN
20200203T133508900,-174.454772,-37.852313,47.029776,8.287569,8.576280,NaN,NaN,NaN
20200203T133509000,-174.386362,-38.119146,47.029773,8.287570,8.565480,NaN,NaN,NaN
20200203T133509100,-174.325554,-38.408215,47.029771,8.287571,8.655480,NaN,NaN,NaN
20200203T133509200,-174.241939,-38.630577,47.029769,8.287572,8.730720,NaN,NaN,NaN
20200203T133509300,-174.173528,-38.841820,47.029767,8.287573,8.732520,NaN,NaN,NaN
20200203T133509400,-174.074708,-39.030829,47.029765,8.287574,8.706600,NaN,NaN,NaN
20200203T133509500,-173.991093,-39.242072,47.029763,8.287575,8.659440,NaN,NaN,NaN
20200203T133509600,-173.884672,-39.464435,47.029761,8.287577,8.665200,NaN,NaN,NaN
20200203T133509700,-173.793457,-39.753505,47.029759,8.287578,8.807040,NaN,NaN,NaN
20200203T133509800,-173.709842,-39.986985,47.029757,8.287579,8.888400,NaN,NaN,NaN
20200203T133509900,-173.618624,-40.187111,47.029755,8.287580,8.910000,NaN,NaN,NaN
20200203T133510000,-173.535008,-40.365001,47.029753,8.287581,8.783280,NaN,NaN,NaN
20200203T133510100,-173.420983,-40.531773,47.029752,8.287583,8.606520,NaN,NaN,NaN
20200203T133510200,-173.322164,-40.731900,47.029750,8.287584,8.455680,NaN,NaN,NaN
20200203T133510300,-173.223343,-40.898672,47.029748,8.287585,8.366400,NaN,NaN,NaN
20200203T133510400,-173.109320,-41.121035,47.029746,8.287587,8.384760,NaN,NaN,NaN
20200203T133510500,-173.033307,-41.343397,47.029744,8.287588,8.404920,NaN,NaN,NaN
20200203T133510600,-172.972497,-41.543522,47.029743,8.287589,8.353800,NaN,NaN,NaN
20200203T133510700,-172.873678,-41.743648,47.029741,8.287590,8.218080,NaN,NaN,NaN
20200203T133510800,-172.774858,-41.954892,47.029739,8.287591,8.128080,NaN,NaN,NaN
20200203T133510900,-172.706446,-42.132782,47.029737,8.287592,8.008200,NaN,NaN,NaN
20200203T133511000,-172.577219,-42.366263,47.029735,8.287594,8.111160,NaN,NaN,NaN
20200203T133511100,-172.455595,-42.588626,47.029733,8.287595,8.259480,NaN,NaN,NaN
20200203T133511200,-172.379582,-42.822105,47.029731,8.287596,8.368200,NaN,NaN,NaN
20200203T133511300,-172.265559,-43.055586,47.029729,8.287598,8.542080,NaN,NaN,NaN
20200203T133511400,-172.136332,-43.266831,47.029727,8.287600,8.636400,NaN,NaN,NaN
20200203T133511500,-171.999504,-43.522548,47.029725,8.287601,8.791560,NaN,NaN,NaN
20200203T133511600,-171.885481,-43.733793,47.029723,8.287603,8.881200,NaN,NaN,NaN
20200203T133511700,-171.718243,-43.933921,47.029721,8.287605,9.023040,NaN,NaN,NaN
20200203T133511800,-171.551007,-44.167403,47.029719,8.287607,9.208440,NaN,NaN,NaN
20200203T133511900,-171.444586,-44.400884,47.029717,8.287609,9.378000,NaN,NaN,NaN
20200203T133512000,-171.330563,-44.601011,47.029715,8.287610,9.336960,NaN,NaN,NaN
20200203T133512100,-171.163326,-44.823375,47.029713,8.287612,9.408600,NaN,NaN,NaN
20200203T133512200,-170.965681,-45.012386,47.029711,8.287615,9.561600,NaN,NaN,NaN
20200203T133512300,-170.806045,-45.190278,47.029710,8.287617,9.476640,NaN,NaN,NaN
20200203T133512400,-170.646409,-45.379288,47.029708,8.287619,9.380160,NaN,NaN,NaN
20200203T133512500,-170.494375,-45.568298,47.029706,8.287621,9.263160,NaN,NaN,NaN
20200203T133512600,-170.342342,-45.790661,47.029704,8.287623,9.326520,NaN,NaN,NaN
20200203T133512700,-170.235921,-46.001906,47.029702,8.287625,9.240480,NaN,NaN,NaN
20200203T133512800,-170.114296,-46.235387,47.029700,8.287626,9.149400,NaN,NaN,NaN
20200203T133512900,-169.977466,-46.402160,47.029699,8.287628,9.164160,NaN,NaN,NaN
20200203T133513000,-169.810227,-46.568934,47.029697,8.287630,9.152280,NaN,NaN,NaN
20200203T133513100,-169.642989,-46.735708,47.029696,8.287632,8.953200,NaN,NaN,NaN
20200203T133513200,-169.475750,-46.858011,47.029695,8.287635,8.706240,NaN,NaN,NaN
20200203T133513300,-169.247695,-47.013669,47.029693,8.287638,8.771040,NaN,NaN,NaN
20200203T133513400,-169.080458,-47.202679,47.029692,8.287640,8.787600,NaN,NaN,NaN
20200203T133513500,-168.936025,-47.369452,47.029690,8.287642,8.736480,NaN,NaN,NaN
20200203T133513600,-168.738380,-47.558463,47.029688,8.287644,8.722080,NaN,NaN,NaN
20200203T133513700,-168.540731,-47.647413,47.029688,8.287647,8.721720,NaN,NaN,NaN
20200203T133513800,-168.373492,-47.769715,47.029687,8.287649,8.588160,NaN,NaN,NaN
20200203T133513900,-168.198649,-47.858663,47.029686,8.287651,8.435160,NaN,NaN,NaN
20200203T133514000,-168.008603,-47.947612,47.029685,8.287654,8.368920,NaN,NaN,NaN
20200203T133514100,-167.856568,-48.092150,47.029684,8.287656,8.301240,NaN,NaN,NaN
