time[ISO-UTC],xPos[m],yPos[m],Latitude[deg],Longitude[deg],speed[km/h],hr[bpm],numSatFix[-],hdop[-]
20200203T133457000,-172.021102,-10.891285,47.030018,8.287601,0.925200,NaN,NaN,NaN
20200203T133457100,-172.112327,-10.946872,47.030018,8.287600,1.584720,NaN,NaN,NaN
20200203T133457200,-172.249163,-11.035812,47.030017,8.287598,2.190960,NaN,NaN,NaN
20200203T133457300,-172.386001,-11.180341,47.030016,8.287596,2.923200,NaN,NaN,NaN
20200203T133457400,-172.507636,-11.335989,47.030014,8.287595,3.747600,NaN,NaN,NaN
20200203T133457500,-172.690087,-11.547225,47.030012,8.287592,4.575960,NaN,NaN,NaN
20200203T133457600,-172.849734,-11.791816,47.030010,8.287590,5.443560,NaN,NaN,NaN
20200203T133457700,-172.940963,-12.014172,47.030008,8.287589,6.468840,NaN,NaN,NaN
20200203T133457800,-173.039794,-12.258764,47.030006,8.287588,7.390080,NaN,NaN,NaN
20200203T133457900,-173.138625,-12.470003,47.030004,8.287586,8.144640,NaN,NaN,NaN
20200203T133458000,-173.260262,-12.692358,47.030002,8.287585,8.072280,NaN,NaN,NaN
20200203T133458100,-173.397103,-12.936949,47.030000,8.287583,8.393040,NaN,NaN,NaN
20200203T133458200,-173.518738,-13.125951,47.029998,8.287581,8.665560,NaN,NaN,NaN
20200203T133458300,-173.685986,-13.326070,47.029996,8.287579,8.791920,NaN,NaN,NaN
20200203T133458400,-173.762009,-13.481719,47.029995,8.287578,8.822880,NaN,NaN,NaN
20200203T133458500,-173.838034,-13.692958,47.029993,8.287577,8.776080,NaN,NaN,NaN
20200203T133458600,-173.929262,-13.881960,47.029991,8.287576,8.560800,NaN,NaN,NaN
20200203T133458700,-174.104112,-14.115433,47.029989,8.287574,8.404200,NaN,NaN,NaN
20200203T133458800,-174.233352,-14.382260,47.029987,8.287572,8.481960,NaN,NaN,NaN
20200203T133458900,-174.431006,-14.549023,47.029985,8.287569,8.599680,NaN,NaN,NaN
20200203T133459000,-174.621059,-14.749141,47.029984,8.287567,8.641440,NaN,NaN,NaN
20200203T133459100,-174.750298,-14.982615,47.029981,8.287565,8.609400,NaN,NaN,NaN
20200203T133459200,-174.849128,-15.171617,47.029980,8.287564,8.589960,NaN,NaN,NaN
20200203T133459300,-174.955560,-15.349501,47.029978,8.287562,8.443080,NaN,NaN,NaN
20200203T133459400,-175.016380,-15.527387,47.029976,8.287562,8.351280,NaN,NaN,NaN
20200203T133459500,-175.100006,-15.683036,47.029975,8.287560,8.364600,NaN,NaN,NaN
20200203T133459600,-175.229242,-15.838683,47.029974,8.287559,8.474400,NaN,NaN,NaN
20200203T133459700,-175.350878,-16.038803,47.029972,8.287557,8.371080,NaN,NaN,NaN
20200203T133459800,-175.426904,-16.261160,47.029970,8.287556,8.283960,NaN,NaN,NaN
20200203T133459900,-175.533336,-16.450162,47.029968,8.287555,8.218800,NaN,NaN,NaN
20200203T133500000,-175.624564,-16.650283,47.029966,8.287554,7.970040,NaN,NaN,NaN
20200203T133500100,-175.715792,-16.817049,47.029965,8.287552,7.678800,NaN,NaN,NaN
20200203T133500200,-175.822222,-16.950462,47.029964,8.287551,7.485480,NaN,NaN,NaN
20200203T133500300,-175.928656,-17.195054,47.029961,8.287550,7.602480,NaN,NaN,NaN
20200203T133500400,-175.997080,-17.439647,47.029959,8.287549,7.664760,NaN,NaN,NaN
20200203T133500500,-176.073103,-17.584178,47.029958,8.287548,7.586280,NaN,NaN,NaN
20200203T133500600,-176.133926,-17.839889,47.029956,8.287547,7.591680,NaN,NaN,NaN
20200203T133500700,-176.149136,-18.051130,47.029954,8.287547,7.496640,NaN,NaN,NaN
20200203T133500800,-176.171947,-18.240135,47.029952,8.287546,7.236720,NaN,NaN,NaN
20200203T133500900,-176.225166,-18.451374,47.029950,8.287546,7.207200,NaN,NaN,NaN
20200203T133501000,-176.285988,-18.684849,47.029948,8.287545,7.344000,NaN,NaN,NaN
20200203T133501100,-176.438031,-18.862732,47.029947,8.287543,7.330680,NaN,NaN,NaN
20200203T133501200,-176.483650,-19.107326,47.029944,8.287542,7.393320,NaN,NaN,NaN
20200203T133501300,-176.476054,-19.307449,47.029942,8.287542,7.249680,NaN,NaN,NaN
20200203T133501400,-176.483661,-19.496454,47.029941,8.287542,7.080480,NaN,NaN,NaN
20200203T133501500,-176.453258,-19.663225,47.029939,8.287543,6.984000,NaN,NaN,NaN
20200203T133501600,-176.483672,-19.885583,47.029937,8.287542,6.948360,NaN,NaN,NaN
20200203T133501700,-176.544494,-20.107940,47.029935,8.287541,7.051680,NaN,NaN,NaN
20200203T133501800,-176.650925,-20.274706,47.029934,8.287540,7.074000,NaN,NaN,NaN
20200203T133501900,-176.726949,-20.441474,47.029932,8.287539,6.919920,NaN,NaN,NaN
20200203T133502000,-176.787772,-20.697185,47.029930,8.287538,6.912720,NaN,NaN,NaN
20200203T133502100,-176.825787,-20.886189,47.029928,8.287538,6.885360,NaN,NaN,NaN
20200203T133502200,-176.856199,-21.041839,47.029927,8.287537,6.761160,NaN,NaN,NaN
20200203T133502300,-176.825797,-21.241963,47.029925,8.287538,6.756480,NaN,NaN,NaN
20200203T133502400,-176.818201,-21.442087,47.029923,8.287538,6.821640,NaN,NaN,NaN
20200203T133502500,-176.962644,-21.664442,47.029921,8.287536,6.998040,NaN,NaN,NaN
20200203T133502600,-176.993058,-21.886800,47.029919,8.287536,7.045560,NaN,NaN,NaN
20200203T133502700,-177.038677,-22.153629,47.029917,8.287535,7.082640,NaN,NaN,NaN
20200203T133502800,-177.076693,-22.375987,47.029915,8.287534,7.154640,NaN,NaN,NaN
20200203T133502900,-177.114708,-22.576110,47.029913,8.287534,7.207200,NaN,NaN,NaN
20200203T133503000,-177.107113,-22.798469,47.029911,8.287534,7.196040,NaN,NaN,NaN
20200203T133503100,-177.145129,-23.043063,47.029909,8.287534,7.430040,NaN,NaN,NaN
20200203T133503200,-177.274366,-23.209828,47.029907,8.287532,7.519680,NaN,NaN,NaN
20200203T133503300,-177.350392,-23.421067,47.029905,8.287531,7.622280,NaN,NaN,NaN
20200203T133503400,-177.342797,-23.676780,47.029903,8.287531,7.794720,NaN,NaN,NaN
20200203T133503500,-177.396017,-23.899138,47.029901,8.287530,7.803720,NaN,NaN,NaN
20200203T133503600,-177.411227,-24.110379,47.029899,8.287530,7.708320,NaN,NaN,NaN
20200203T133503700,-177.388430,-24.410564,47.029897,8.287530,7.835040,NaN,NaN,NaN
20200203T133503800,-177.434048,-24.632922,47.029895,8.287530,7.976520,NaN,NaN,NaN
20200203T133503900,-177.525276,-24.821924,47.029893,8.287529,8.034120,NaN,NaN,NaN
20200203T133504000,-177.586098,-25.033164,47.029891,8.287528,8.081640,NaN,NaN,NaN
20200203T133504100,-177.578504,-25.333349,47.029888,8.287528,8.188560,NaN,NaN,NaN
20200203T133504200,-177.624123,-25.566824,47.029886,8.287527,8.295840,NaN,NaN,NaN
20200203T133504300,-177.654535,-25.744711,47.029885,8.287527,8.170200,NaN,NaN,NaN
20200203T133504400,-177.601330,-26.033779,47.029882,8.287528,8.155800,NaN,NaN,NaN
20200203T133504500,-177.601338,-26.311728,47.029879,8.287528,8.315640,NaN,NaN,NaN
20200203T133504600,-177.684965,-26.511849,47.029878,8.287527,8.436600,NaN,NaN,NaN
20200203T133504700,-177.722983,-26.789797,47.029875,8.287526,8.411400,NaN,NaN,NaN
20200203T133504800,-177.722990,-27.034392,47.029873,8.287526,8.448120,NaN,NaN,NaN
20200203T133504900,-177.730599,-27.278986,47.029871,8.287526,8.558280,NaN,NaN,NaN
20200203T133505000,-177.715401,-27.479110,47.029869,8.287526,8.477640,NaN,NaN,NaN
20200203T133505100,-177.715409,-27.757059,47.029866,8.287526,8.409600,NaN,NaN,NaN
20200203T133505200,-177.715418,-28.068362,47.029864,8.287526,8.650080,NaN,NaN,NaN
20200203T133505300,-177.783843,-28.346308,47.029861,8.287525,8.906400,NaN,NaN,NaN
20200203T133505400,-177.806656,-28.590903,47.029859,8.287525,8.953560,NaN,NaN,NaN
20200203T133505500,-177.799063,-28.879970,47.029856,8.287525,8.962560,NaN,NaN,NaN
20200203T133505600,-177.791469,-29.146801,47.029854,8.287525,9.051480,NaN,NaN,NaN
20200203T133505700,-177.715456,-29.358044,47.029852,8.287526,8.947800,NaN,NaN,NaN
20200203T133505800,-177.738269,-29.624874,47.029850,8.287526,8.962920,NaN,NaN,NaN
20200203T133505900,-177.707870,-29.913942,47.029847,8.287526,9.145800,NaN,NaN,NaN
20200203T133506000,-177.745886,-30.136300,47.029845,8.287526,9.275760,NaN,NaN,NaN
20200203T133506100,-177.761098,-30.425367,47.029843,8.287525,9.393840,NaN,NaN,NaN
20200203T133506200,-177.738301,-30.714434,47.029840,8.287526,9.353160,NaN,NaN,NaN
20200203T133506300,-177.723103,-30.936794,47.029838,8.287526,9.263880,NaN,NaN,NaN
20200203T133506400,-177.707907,-31.181389,47.029836,8.287526,9.150840,NaN,NaN,NaN
20200203T133506500,-177.669904,-31.437103,47.029833,8.287527,9.043560,NaN,NaN,NaN
20200203T133506600,-177.654710,-31.748406,47.029831,8.287527,9.138240,NaN,NaN,NaN
