time[ISO-UTC],xPos[m],yPos[m],Latitude[deg],Longitude[deg],speed[km/h],hr[bpm],numSatFix[-],hdop[-]
20200203T133457000,-171.132680,-14.349044,47.029987,8.287613,0.846000,NaN,NaN,NaN
20200203T133457100,-171.246713,-14.504693,47.029986,8.287611,1.567440,NaN,NaN,NaN
20200203T133457200,-171.360747,-14.682578,47.029984,8.287610,2.370240,NaN,NaN,NaN
20200203T133457300,-171.520393,-14.860462,47.029982,8.287608,3.173400,NaN,NaN,NaN
20200203T133457400,-171.672436,-15.016110,47.029981,8.287606,3.974040,NaN,NaN,NaN
20200203T133457500,-171.816877,-15.149522,47.029980,8.287604,4.728960,NaN,NaN,NaN
20200203T133457600,-171.953717,-15.327407,47.029978,8.287602,5.573880,NaN,NaN,NaN
20200203T133457700,-172.067751,-15.505292,47.029977,8.287600,6.394680,NaN,NaN,NaN
20200203T133457800,-172.181785,-15.672059,47.029975,8.287599,7.114680,NaN,NaN,NaN
20200203T133457900,-172.288217,-15.861062,47.029973,8.287598,7.920360,NaN,NaN,NaN
20200203T133458000,-172.432660,-16.061182,47.029972,8.287596,8.009640,NaN,NaN,NaN
20200203T133458100,-172.584702,-16.194594,47.029970,8.287594,8.041680,NaN,NaN,NaN
20200203T133458200,-172.698735,-16.339125,47.029969,8.287592,7.975440,NaN,NaN,NaN
20200203T133458300,-172.827974,-16.528128,47.029967,8.287590,8.054640,NaN,NaN,NaN
20200203T133458400,-172.919202,-16.706013,47.029966,8.287589,8.077680,NaN,NaN,NaN
20200203T133458500,-173.033235,-16.850544,47.029965,8.287588,7.977240,NaN,NaN,NaN
20200203T133458600,-173.124463,-17.028430,47.029963,8.287586,7.907400,NaN,NaN,NaN
20200203T133458700,-173.261304,-17.217432,47.029961,8.287585,7.956000,NaN,NaN,NaN
20200203T133458800,-173.436153,-17.395316,47.029960,8.287582,8.067960,NaN,NaN,NaN
20200203T133458900,-173.557788,-17.517610,47.029959,8.287581,7.954200,NaN,NaN,NaN
20200203T133459000,-173.709832,-17.684376,47.029957,8.287579,7.903800,NaN,NaN,NaN
20200203T133459100,-173.808662,-17.873380,47.029955,8.287577,7.992720,NaN,NaN,NaN
20200203T133459200,-173.892289,-18.073502,47.029954,8.287576,7.986960,NaN,NaN,NaN
20200203T133459300,-174.036731,-18.229150,47.029952,8.287574,7.853400,NaN,NaN,NaN
20200203T133459400,-174.158367,-18.418153,47.029950,8.287573,7.942680,NaN,NaN,NaN
20200203T133459500,-174.310411,-18.584918,47.029949,8.287571,8.134920,NaN,NaN,NaN
20200203T133459600,-174.447250,-18.751685,47.029947,8.287569,8.078760,NaN,NaN,NaN
20200203T133459700,-174.576488,-18.929569,47.029946,8.287567,8.083800,NaN,NaN,NaN
20200203T133459800,-174.652514,-19.129691,47.029944,8.287566,8.116920,NaN,NaN,NaN
20200203T133459900,-174.728538,-19.318695,47.029942,8.287565,8.135640,NaN,NaN,NaN
20200203T133500000,-174.850175,-19.507698,47.029941,8.287564,7.972200,NaN,NaN,NaN
20200203T133500100,-174.941404,-19.707820,47.029939,8.287563,8.003520,NaN,NaN,NaN
20200203T133500200,-175.070642,-19.896823,47.029937,8.287561,8.146440,NaN,NaN,NaN
20200203T133500300,-175.169472,-20.063590,47.029936,8.287560,8.083440,NaN,NaN,NaN
20200203T133500400,-175.260702,-20.285948,47.029934,8.287558,8.025840,NaN,NaN,NaN
20200203T133500500,-175.329125,-20.486070,47.029932,8.287558,8.052120,NaN,NaN,NaN
20200203T133500600,-175.389946,-20.675074,47.029930,8.287557,8.071560,NaN,NaN,NaN
20200203T133500700,-175.473573,-20.852960,47.029929,8.287556,7.907040,NaN,NaN,NaN
20200203T133500800,-175.541996,-21.030847,47.029927,8.287555,7.861680,NaN,NaN,NaN
20200203T133500900,-175.640826,-21.219850,47.029925,8.287553,7.954560,NaN,NaN,NaN
20200203T133501000,-175.739657,-21.419971,47.029923,8.287552,7.985520,NaN,NaN,NaN
20200203T133501100,-175.830886,-21.597857,47.029922,8.287551,7.880760,NaN,NaN,NaN
20200203T133501200,-175.899308,-21.764625,47.029920,8.287550,7.834680,NaN,NaN,NaN
20200203T133501300,-175.960131,-22.020338,47.029918,8.287549,7.970040,NaN,NaN,NaN
20200203T133501400,-176.036158,-22.264932,47.029916,8.287548,7.902360,NaN,NaN,NaN
20200203T133501500,-176.081773,-22.409465,47.029915,8.287548,7.785720,NaN,NaN,NaN
20200203T133501600,-176.188207,-22.620704,47.029913,8.287546,7.914600,NaN,NaN,NaN
20200203T133501700,-176.294642,-22.898651,47.029910,8.287545,8.031600,NaN,NaN,NaN
20200203T133501800,-176.370666,-23.054301,47.029909,8.287544,7.993440,NaN,NaN,NaN
20200203T133501900,-176.423885,-23.243306,47.029907,8.287543,8.013240,NaN,NaN,NaN
20200203T133502000,-176.461901,-23.465665,47.029905,8.287543,8.067240,NaN,NaN,NaN
20200203T133502100,-176.515122,-23.721378,47.029903,8.287542,8.091360,NaN,NaN,NaN
20200203T133502200,-176.575942,-23.877029,47.029901,8.287541,8.024400,NaN,NaN,NaN
20200203T133502300,-176.636764,-24.088269,47.029899,8.287540,8.066880,NaN,NaN,NaN
20200203T133502400,-176.705187,-24.288391,47.029898,8.287539,8.028720,NaN,NaN,NaN
20200203T133502500,-176.796416,-24.455159,47.029896,8.287538,8.006400,NaN,NaN,NaN
20200203T133502600,-176.872440,-24.610809,47.029895,8.287537,7.969680,NaN,NaN,NaN
20200203T133502700,-176.872444,-24.777579,47.029893,8.287537,7.888680,NaN,NaN,NaN
20200203T133502800,-176.940870,-25.066646,47.029891,8.287536,7.917120,NaN,NaN,NaN
20200203T133502900,-176.971284,-25.277887,47.029889,8.287536,7.877520,NaN,NaN,NaN
20200203T133503000,-177.016901,-25.455774,47.029887,8.287535,7.920000,NaN,NaN,NaN
20200203T133503100,-177.108131,-25.689250,47.029885,8.287534,7.956360,NaN,NaN,NaN
20200203T133503200,-177.199361,-25.911607,47.029883,8.287533,7.990200,NaN,NaN,NaN
20200203T133503300,-177.237377,-26.133967,47.029881,8.287532,7.979400,NaN,NaN,NaN
20200203T133503400,-177.252588,-26.356326,47.029879,8.287532,8.116560,NaN,NaN,NaN
20200203T133503500,-177.260197,-26.623159,47.029877,8.287532,8.204040,NaN,NaN,NaN
20200203T133503600,-177.290611,-26.823282,47.029875,8.287532,8.144640,NaN,NaN,NaN
20200203T133503700,-177.275412,-27.001171,47.029873,8.287532,8.271360,NaN,NaN,NaN
20200203T133503800,-177.336235,-27.245765,47.029871,8.287531,8.322120,NaN,NaN,NaN
20200203T133503900,-177.412261,-27.457005,47.029869,8.287530,8.273160,NaN,NaN,NaN
20200203T133504000,-177.442674,-27.668247,47.029867,8.287530,8.283240,NaN,NaN,NaN
20200203T133504100,-177.435079,-27.890607,47.029865,8.287530,8.321040,NaN,NaN,NaN
20200203T133504200,-177.450290,-28.124085,47.029863,8.287530,8.345160,NaN,NaN,NaN
20200203T133504300,-177.480704,-28.357562,47.029861,8.287529,8.283600,NaN,NaN,NaN
20200203T133504400,-177.473108,-28.557687,47.029859,8.287529,8.266680,NaN,NaN,NaN
20200203T133504500,-177.495920,-28.757811,47.029857,8.287529,8.308440,NaN,NaN,NaN
20200203T133504600,-177.579548,-28.991286,47.029855,8.287528,8.303760,NaN,NaN,NaN
20200203T133504700,-177.617566,-29.258118,47.029853,8.287527,8.334000,NaN,NaN,NaN
20200203T133504800,-177.655583,-29.524949,47.029851,8.287527,8.456040,NaN,NaN,NaN
20200203T133504900,-177.663191,-29.747309,47.029849,8.287527,8.560080,NaN,NaN,NaN
20200203T133505000,-177.663200,-30.025259,47.029846,8.287527,8.550000,NaN,NaN,NaN
20200203T133505100,-177.655604,-30.258738,47.029844,8.287527,8.618040,NaN,NaN,NaN
20200203T133505200,-177.648009,-30.492216,47.029842,8.287527,8.739360,NaN,NaN,NaN
20200203T133505300,-177.746842,-30.747928,47.029840,8.287526,8.806680,NaN,NaN,NaN
20200203T133505400,-177.792459,-30.936933,47.029838,8.287525,8.776800,NaN,NaN,NaN
20200203T133505500,-177.800067,-31.125939,47.029836,8.287525,8.795880,NaN,NaN,NaN
20200203T133505600,-177.769667,-31.392772,47.029834,8.287525,8.909640,NaN,NaN,NaN
20200203T133505700,-177.792479,-31.615132,47.029832,8.287525,8.782200,NaN,NaN,NaN
20200203T133505800,-177.731669,-31.826376,47.029830,8.287526,8.658360,NaN,NaN,NaN
20200203T133505900,-177.731676,-32.059854,47.029828,8.287526,8.728920,NaN,NaN,NaN
20200203T133506000,-177.777297,-32.371157,47.029825,8.287525,8.822160,NaN,NaN,NaN
20200203T133506100,-177.769702,-32.615754,47.029823,8.287525,8.829360,NaN,NaN,NaN
20200203T133506200,-177.724097,-32.860351,47.029821,8.287526,8.902440,NaN,NaN,NaN
20200203T133506300,-177.670890,-33.093831,47.029818,8.287527,8.982360,NaN,NaN,NaN
20200203T133506400,-177.632888,-33.338429,47.029816,8.287527,8.989920,NaN,NaN,NaN
20200203T133506500,-177.579680,-33.538555,47.029815,8.287528,8.973720,NaN,NaN,NaN
20200203T133506600,-177.556881,-33.783151,47.029812,8.287528,9.041040,NaN,NaN,NaN
20200203T133506700,-177.556889,-34.072220,47.029810,8.287528,9.239760,NaN,NaN,NaN
20200203T133506800,-177.556897,-34.327934,47.029807,8.287528,9.286920,NaN,NaN,NaN
