time[ISO-UTC],xPos[m],yPos[m],Latitude[deg],Longitude[deg],speed[km/h],hr[bpm],numSatFix[-],hdop[-]
20200203T133457000,-169.095100,-9.601705,47.030030,8.287640,0.878400,NaN,NaN,NaN
20200203T133457100,-169.239541,-9.757353,47.030028,8.287638,1.794600,NaN,NaN,NaN
20200203T133457200,-169.414391,-9.946354,47.030027,8.287635,2.707560,NaN,NaN,NaN
20200203T133457300,-169.543629,-10.146475,47.030025,8.287634,3.543840,NaN,NaN,NaN
20200203T133457400,-169.688071,-10.346595,47.030023,8.287632,4.349880,NaN,NaN,NaN
20200203T133457500,-169.847716,-10.524478,47.030021,8.287630,5.294520,NaN,NaN,NaN
20200203T133457600,-170.022566,-10.702362,47.030020,8.287627,6.183360,NaN,NaN,NaN
20200203T133457700,-170.227822,-10.858008,47.030018,8.287625,7.012080,NaN,NaN,NaN
20200203T133457800,-170.410273,-11.024773,47.030017,8.287622,7.876800,NaN,NaN,NaN
20200203T133457900,-170.539512,-11.247130,47.030015,8.287621,8.865000,NaN,NaN,NaN
20200203T133458000,-170.691557,-11.480603,47.030013,8.287619,8.911440,NaN,NaN,NaN
20200203T133458100,-170.797987,-11.591781,47.030012,8.287617,8.682840,NaN,NaN,NaN
20200203T133458200,-170.874011,-11.747431,47.030011,8.287616,8.623440,NaN,NaN,NaN
20200203T133458300,-171.003249,-11.958669,47.030009,8.287614,8.674200,NaN,NaN,NaN
20200203T133458400,-171.178099,-12.136552,47.030007,8.287612,8.728200,NaN,NaN,NaN
20200203T133458500,-171.322541,-12.325554,47.030005,8.287610,8.668080,NaN,NaN,NaN
20200203T133458600,-171.466983,-12.514556,47.030004,8.287608,8.742960,NaN,NaN,NaN
20200203T133458700,-171.596220,-12.692441,47.030002,8.287607,8.763480,NaN,NaN,NaN
20200203T133458800,-171.717857,-12.892562,47.030000,8.287605,8.641800,NaN,NaN,NaN
20200203T133458900,-171.824290,-13.103801,47.029998,8.287604,8.433720,NaN,NaN,NaN
20200203T133459000,-171.976335,-13.326157,47.029996,8.287602,8.444880,NaN,NaN,NaN
20200203T133459100,-172.128379,-13.515158,47.029995,8.287600,8.642880,NaN,NaN,NaN
20200203T133459200,-172.303227,-13.670806,47.029993,8.287597,8.541720,NaN,NaN,NaN
20200203T133459300,-172.447669,-13.859808,47.029992,8.287595,8.494920,NaN,NaN,NaN
20200203T133459400,-172.599713,-14.026574,47.029990,8.287593,8.496360,NaN,NaN,NaN
20200203T133459500,-172.698544,-14.237813,47.029988,8.287592,8.408160,NaN,NaN,NaN
20200203T133459600,-172.842986,-14.449051,47.029986,8.287590,8.205120,NaN,NaN,NaN
20200203T133459700,-172.941818,-14.660290,47.029984,8.287589,8.257320,NaN,NaN,NaN
20200203T133459800,-173.078658,-14.849292,47.029983,8.287587,8.424000,NaN,NaN,NaN
20200203T133459900,-173.207896,-15.038295,47.029981,8.287585,8.454960,NaN,NaN,NaN
20200203T133500000,-173.359940,-15.227297,47.029979,8.287583,8.355960,NaN,NaN,NaN
20200203T133500100,-173.458769,-15.360710,47.029978,8.287582,8.315280,NaN,NaN,NaN
20200203T133500200,-173.588009,-15.605302,47.029976,8.287580,8.405280,NaN,NaN,NaN
20200203T133500300,-173.709646,-15.838777,47.029974,8.287579,8.357040,NaN,NaN,NaN
20200203T133500400,-173.823680,-16.005544,47.029972,8.287577,8.174160,NaN,NaN,NaN
20200203T133500500,-173.892100,-16.105604,47.029971,8.287576,8.073000,NaN,NaN,NaN
20200203T133500600,-173.876895,-16.061133,47.029972,8.287577,7.826040,NaN,NaN,NaN
20200203T133500700,-174.021337,-16.261253,47.029970,8.287575,7.585920,NaN,NaN,NaN
20200203T133500800,-174.135371,-16.428019,47.029968,8.287573,7.418520,NaN,NaN,NaN
20200203T133500900,-174.196195,-16.717086,47.029966,8.287572,7.580520,NaN,NaN,NaN
20200203T133501000,-174.302626,-16.872735,47.029964,8.287571,7.471440,NaN,NaN,NaN
20200203T133501100,-174.401457,-17.061738,47.029963,8.287570,7.269120,NaN,NaN,NaN
20200203T133501200,-174.485084,-17.272978,47.029961,8.287569,7.236000,NaN,NaN,NaN
20200203T133501300,-174.599120,-17.517571,47.029959,8.287567,7.305840,NaN,NaN,NaN
20200203T133501400,-174.735961,-17.717691,47.029957,8.287565,7.454880,NaN,NaN,NaN
20200203T133501500,-174.842393,-17.906694,47.029955,8.287564,7.557480,NaN,NaN,NaN
20200203T133501600,-174.918417,-18.051226,47.029954,8.287563,7.883280,NaN,NaN,NaN
20200203T133501700,-174.971634,-18.195759,47.029953,8.287562,7.936920,NaN,NaN,NaN
20200203T133501800,-175.024854,-18.395881,47.029951,8.287562,7.896240,NaN,NaN,NaN
20200203T133501900,-175.093276,-18.573767,47.029949,8.287561,7.634880,NaN,NaN,NaN
20200203T133502000,-175.138893,-18.751654,47.029947,8.287560,7.673400,NaN,NaN,NaN
20200203T133502100,-175.268132,-18.974011,47.029945,8.287558,7.826760,NaN,NaN,NaN
20200203T133502200,-175.389770,-19.207485,47.029943,8.287557,7.828200,NaN,NaN,NaN
20200203T133502300,-175.458192,-19.352017,47.029942,8.287556,7.772040,NaN,NaN,NaN
20200203T133502400,-175.549421,-19.552139,47.029940,8.287555,7.745760,NaN,NaN,NaN
20200203T133502500,-175.633049,-19.796733,47.029938,8.287554,7.719480,NaN,NaN,NaN
20200203T133502600,-175.678664,-19.919029,47.029937,8.287553,7.513200,NaN,NaN,NaN
20200203T133502700,-175.701472,-19.985737,47.029936,8.287553,7.434360,NaN,NaN,NaN
20200203T133502800,-175.762292,-20.163623,47.029935,8.287552,7.410960,NaN,NaN,NaN
20200203T133502900,-175.891531,-20.352625,47.029933,8.287550,7.291440,NaN,NaN,NaN
20200203T133503000,-175.906740,-20.530513,47.029931,8.287550,7.243200,NaN,NaN,NaN
20200203T133503100,-175.982766,-20.752871,47.029930,8.287549,7.268400,NaN,NaN,NaN
20200203T133503200,-176.020782,-20.997466,47.029927,8.287548,7.254360,NaN,NaN,NaN
20200203T133503300,-176.043595,-21.230944,47.029925,8.287548,7.225200,NaN,NaN,NaN
20200203T133503400,-176.051202,-21.397713,47.029924,8.287548,7.176960,NaN,NaN,NaN
20200203T133503500,-176.104421,-21.597836,47.029922,8.287547,7.187760,NaN,NaN,NaN
20200203T133503600,-176.233660,-21.809074,47.029920,8.287546,7.313760,NaN,NaN,NaN
20200203T133503700,-176.286880,-22.031433,47.029918,8.287545,7.474320,NaN,NaN,NaN
20200203T133503800,-176.362905,-22.231555,47.029916,8.287544,7.614000,NaN,NaN,NaN
20200203T133503900,-176.431330,-22.476149,47.029914,8.287543,7.871400,NaN,NaN,NaN
20200203T133504000,-176.476949,-22.731862,47.029912,8.287542,7.954560,NaN,NaN,NaN
20200203T133504100,-176.484555,-22.898632,47.029910,8.287542,7.887600,NaN,NaN,NaN
20200203T133504200,-176.476959,-23.087638,47.029908,8.287542,7.902720,NaN,NaN,NaN
20200203T133504300,-176.560587,-23.321114,47.029906,8.287541,7.959960,NaN,NaN,NaN
20200203T133504400,-176.659418,-23.532353,47.029905,8.287540,7.986600,NaN,NaN,NaN
20200203T133504500,-176.682228,-23.676887,47.029903,8.287540,8.028360,NaN,NaN,NaN
20200203T133504600,-176.743050,-23.899245,47.029901,8.287539,8.114040,NaN,NaN,NaN
20200203T133504700,-176.765863,-24.143840,47.029899,8.287539,8.101800,NaN,NaN,NaN
20200203T133504800,-176.765869,-24.355082,47.029897,8.287539,8.074800,NaN,NaN,NaN
20200203T133504900,-176.811484,-24.466261,47.029896,8.287538,7.943400,NaN,NaN,NaN
20200203T133505000,-176.872306,-24.688620,47.029894,8.287537,7.915320,NaN,NaN,NaN
20200203T133505100,-176.948332,-24.922096,47.029892,8.287536,7.920360,NaN,NaN,NaN
20200203T133505200,-176.917930,-25.111103,47.029890,8.287537,7.888680,NaN,NaN,NaN
20200203T133505300,-176.910335,-25.355699,47.029888,8.287537,7.963920,NaN,NaN,NaN
20200203T133505400,-176.910342,-25.589177,47.029886,8.287537,8.020080,NaN,NaN,NaN
20200203T133505500,-176.925554,-25.856009,47.029884,8.287537,7.973280,NaN,NaN,NaN
20200203T133505600,-176.910355,-26.045015,47.029882,8.287537,7.965720,NaN,NaN,NaN
20200203T133505700,-176.925568,-26.356319,47.029879,8.287537,8.121960,NaN,NaN,NaN
20200203T133505800,-176.978789,-26.623150,47.029877,8.287536,8.192520,NaN,NaN,NaN
20200203T133505900,-176.993999,-26.823273,47.029875,8.287536,8.255880,NaN,NaN,NaN
20200203T133506000,-177.009209,-27.045633,47.029873,8.287535,8.337600,NaN,NaN,NaN
20200203T133506100,-177.016820,-27.345819,47.029870,8.287535,8.481240,NaN,NaN,NaN
20200203T133506200,-176.994022,-27.601534,47.029868,8.287536,8.572680,NaN,NaN,NaN
20200203T133506300,-176.994027,-27.801658,47.029866,8.287536,8.480160,NaN,NaN,NaN
20200203T133506400,-176.963626,-28.035137,47.029864,8.287536,8.517600,NaN,NaN,NaN
20200203T133506500,-176.956033,-28.335323,47.029861,8.287536,8.666280,NaN,NaN,NaN
20200203T133506600,-176.948439,-28.602156,47.029859,8.287536,8.745480,NaN,NaN,NaN
20200203T133506700,-176.933241,-28.824516,47.029857,8.287536,8.704440,NaN,NaN,NaN
20200203T133506800,-176.902842,-29.135821,47.029854,8.287537,8.844120,NaN,NaN,NaN
20200203T133506900,-176.857239,-29.436009,47.029851,8.287537,9.044280,NaN,NaN,NaN
20200203T133507000,-176.781227,-29.680607,47.029849,8.287538,9.165960,NaN,NaN,NaN
20200203T133507100,-176.766029,-29.891850,47.029847,8.287539,9.151200,NaN,NaN,NaN
20200203T133507200,-176.743232,-30.180918,47.029845,8.287539,9.236520,NaN,NaN,NaN
20200203T133507300,-176.735637,-30.436633,47.029842,8.287539,9.315360,NaN,NaN,NaN
20200203T133507400,-176.720440,-30.681229,47.029840,8.287539,9.353520,NaN,NaN,NaN
20200203T133507500,-176.667234,-30.936945,47.029838,8.287540,9.384480,NaN,NaN,NaN
20200203T133507600,-176.591222,-31.192661,47.029836,8.287541,9.378000,NaN,NaN,NaN
20200203T133507700,-176.553219,-31.448376,47.029833,8.287541,9.329760,NaN,NaN,NaN
20200203T133507800,-176.492409,-31.648502,47.029832,8.287542,9.136080,NaN,NaN,NaN
20200203T133507900,-176.423999,-31.893100,47.029829,8.287543,9.040320,NaN,NaN,NaN
20200203T133508000,-176.363191,-32.171052,47.029827,8.287544,8.983800,NaN,NaN,NaN
20200203T133508100,-176.317586,-32.382296,47.029825,8.287545,8.931960,NaN,NaN,NaN
