"","Sensor","last_name","first_name","date","type","position","feature_distance","feature_d_speed_0_5","feature_d_speed_5_10","feature_d_speed_10_15","feature_d_speed_15_21","feature_d_speed_21_24","feature_d_speed_24_30","feature_d_speed_over30","feature_hid_d_15","feature_hid_d_21","feature_acc_3mss","feature_dec_3mss","feature_acc_3.5mss","feature_dec_3.5mss","feature_acc_4mss","feature_dec_4mss","feature_sprint_over24","feature_avg_speed","feature_max_speed","feature_max_acc"
"2976","20","DEMHASAJ","MIMI",2019-10-19 08:02:00,"practice","center forward",4.62,2.24,1.32,0.74,0.25,0.05,0.02,0,0.31,0.07,33,24,14,16,5,8,2,4.14,27.12,4.58
"2977","21","MALES","DARIAN",2019-10-19 08:02:00,"practice","center forward",5.05,2.04,1.69,0.95,0.33,0.04,0.01,0,0.37,0.05,45,18,28,15,5,5,1,4.68,25.33,4.56
"2978","77","RYDER","MATOS",2019-10-19 08:02:00,"practice","center forward",4.85,2.34,1.32,0.79,0.33,0.04,0.04,0,0.4,0.08,48,38,18,21,5,10,4,4.36,26.89,4.65
"2979","3","CIRKOVIC","LAZAR",2019-11-19 09:07:41,"practice","center back",4.9,2.83,1.31,0.53,0.22,0,0,0,0.22,0,42,19,18,7,1,4,0,3.26,22.1,4.21
"2980","4","KNEZEVIC","STEFAN",2019-11-19 09:07:41,"practice","center back",5.15,2.88,1.27,0.54,0.4,0.05,0,0,0.45,0.05,61,31,32,11,15,7,0,3.55,22.86,4.79
"2981","5","ALVES","LUCAS",2019-11-19 09:07:41,"practice","center back",4.75,2.71,1.24,0.41,0.32,0.07,0,0,0.38,0.07,60,20,31,9,11,7,2,3.16,24.31,4.72
"2982","7","IBRAH","NDIAYE",2019-11-19 09:07:41,"practice","left forward",5.37,2.73,1.38,0.51,0.51,0.17,0.07,0,0.74,0.24,97,57,61,29,35,13,8,3.66,27.23,5.2
"2983","9","MARGIOTTA","F",2019-11-19 09:07:41,"practice","ran center",5.06,2.53,1.43,0.55,0.49,0.05,0.01,0,0.54,0.06,47,37,20,17,3,2,1,3.46,25.61,4.52
"2984","10","ELEKE","BLESSING",2019-11-19 09:07:41,"practice","center forward",5.64,3.2,1.38,0.48,0.53,0.06,0,0,0.57,0.06,87,28,44,8,15,3,0,3.78,23.25,5.03
"2985","11","SCHURPF","PASCA",2019-11-19 09:07:41,"practice","left forward",5.5,2.96,1.39,0.47,0.46,0.16,0.05,0,0.67,0.21,87,37,47,12,16,2,5,3.64,27.41,4.78
"2986","14","VOCA","IDRIZ",2019-11-19 09:07:41,"practice","center midfield",5.63,2.88,1.71,0.45,0.41,0.1,0.08,0,0.58,0.18,58,34,33,15,19,9,6,3.79,28.21,5.24
"2987","17","GRETHER","SIMON",2019-11-19 09:07:41,"practice","right back",5.28,2.87,1.36,0.55,0.44,0.06,0,0,0.5,0.06,58,32,29,13,5,7,1,3.62,24.4,4.65
"2988","18","EMINI","LORIK",2019-11-19 09:07:41,"practice","orik center",5.51,2.89,1.48,0.55,0.53,0.07,0,0,0.58,0.07,53,58,28,19,13,2,0,3.82,23.72,4.61
"2989","22","BURCH","MARCO",2019-11-19 09:07:41,"practice","right back",5.21,2.78,1.3,0.65,0.4,0.08,0,0,0.46,0.08,63,79,33,34,12,11,1,3.65,24.14,4.38
"2990","77","RYDER","MATOS",2019-11-19 09:07:41,"practice","center forward",1.09,0.71,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,9.85,0
"2991","3","CIRKOVIC","LAZAR",2019-11-19 13:46:20,"practice","center back",6.67,1.89,2.15,1.54,0.97,0.11,0.02,0,1.08,0.12,62,28,24,18,8,6,1,5.33,25.53,4.55
"2992","4","KNEZEVIC","STEFAN",2019-11-19 13:46:20,"practice","center back",6.7,1.9,2.26,1.33,0.89,0.3,0.02,0,1.21,0.32,56,37,32,16,16,6,3,5.43,25.51,4.46
"2993","5","ALVES","LUCAS",2019-11-19 13:46:20,"practice","center back",6.06,2.09,1.84,1.18,0.84,0.1,0.01,0,0.94,0.11,72,34,35,12,7,6,1,4.8,26.47,4.34
"2994","7","IBRAH","NDIAYE",2019-11-19 13:46:20,"practice","left forward",6.62,2,1.8,1.38,0.82,0.51,0.11,0,1.42,0.61,84,60,53,29,21,19,11,5.34,27.43,5.15
"2995","9","MARGIOTTA","F",2019-11-19 13:46:20,"practice","ran center",6.36,2,2.02,1.12,0.98,0.2,0.03,0,1.2,0.23,58,39,31,13,6,3,2,5.15,27.29,4.78
"2996","10","ELEKE","BLESSING",2019-11-19 13:46:20,"practice","center forward",6.64,2.27,2.16,1.02,0.9,0.24,0.04,0,1.18,0.28,52,31,23,11,7,4,8,5.34,30.56,4.4
"2997","11","SCHURPF","PASCA",2019-11-19 13:46:20,"practice","left forward",6.53,2,2.12,1.27,0.71,0.35,0.07,0,1.12,0.42,58,28,30,11,6,6,4,5.27,26.68,4.52
"2998","14","VOCA","IDRIZ",2019-11-19 13:46:20,"practice","center midfield",7.32,1.78,2.18,1.96,0.96,0.38,0.07,0,1.39,0.45,64,52,34,27,22,14,11,5.94,25.49,4.86
"2999","17","GRETHER","SIMON",2019-11-19 13:46:20,"practice","right back",6.73,1.91,2.02,1.43,0.93,0.39,0.06,0,1.37,0.45,70,49,44,14,15,8,10,5.46,25.73,4.66
"3000","18","EMINI","LORIK",2019-11-19 13:46:20,"practice","orik center",6.67,1.85,2.01,1.53,0.96,0.3,0,0,1.26,0.31,86,66,46,32,17,18,1,5.35,24.9,4.59
"3001","20","DEMHASAJ","MIMI",2019-11-19 13:46:20,"practice","center forward",6.48,2.23,1.91,1.15,0.9,0.25,0.03,0,1.17,0.28,56,24,23,9,4,3,6,5.15,25.54,4.62
"3002","22","BURCH","MARCO",2019-11-19 13:46:20,"practice","right back",6.84,2.07,2.13,1.38,1.03,0.21,0.01,0,1.24,0.22,66,60,34,29,16,14,1,5.5,28.02,4.87
"3003","28","TIA","CHEF",2019-11-19 13:46:20,"practice","center forward",7.43,2,1.97,1.69,1.25,0.41,0.11,0,1.76,0.52,91,65,29,32,15,13,7,6.04,28.27,4.8
"3004","3","CIRKOVIC","LAZAR",2020-01-20 12:59:03,"practice","center back",4.1,1.94,1.94,0.22,0,0,0,0,0,0,17,18,3,3,0,0,0,3.89,13.12,3.78
"3005","4","KNEZEVIC","STEFAN",2020-01-20 12:59:03,"practice","center back",7.88,2.99,3.08,1.26,0.47,0.07,0,0,0.53,0.07,37,49,10,27,2,9,0,5.05,22.92,4.09
"3006","5","ALVES","LUCAS",2020-01-20 12:59:03,"practice","center back",6.9,2.36,2.98,1.11,0.39,0.03,0.03,0,0.43,0.05,43,40,18,17,8,7,2,4.71,26.08,4.84
"3007","6","BALATUBAN","ASH",2020-01-20 12:59:03,"practice","left back",6.7,2.71,2.48,1.08,0.41,0.02,0,0,0.42,0.02,51,44,16,22,9,13,0,4.73,23.26,6.84
"3008","7","IBRAH","NDIAYE",2020-01-20 12:59:03,"practice","left forward",6.54,2.61,2.06,1.14,0.47,0.15,0.1,0.02,0.71,0.21,65,60,29,39,14,23,9,4.53,38.26,18.48
"3009","9","MARGIOTTA","F",2020-01-20 12:59:03,"practice","ran center",6.07,2.26,2.41,1.13,0.23,0.03,0.01,0,0.26,0.04,20,28,6,10,0,0,1,4.89,24.74,3.99
"3010","10","ELEKE","BLESSING",2020-01-20 12:59:03,"practice","center forward",6.24,2.41,2.48,1.01,0.31,0.02,0,0,0.33,0.02,39,23,17,6,3,0,0,4.93,23.02,5.22
"3011","11","SCHURPF","PASCA",2020-01-20 12:59:03,"practice","left forward",6.3,2.44,2.36,0.93,0.43,0.11,0.03,0,0.56,0.13,44,44,20,16,7,9,4,5.08,26.37,4.5
"3012","12","SIDLER","SYLVAN",2020-01-20 12:59:03,"practice","left back",6.29,2.7,2.49,0.82,0.26,0.02,0.01,0,0.28,0.02,36,39,13,22,2,14,1,5,25.28,4.55
"3013","13","NDENGE","TSIY",2020-01-20 12:59:03,"practice","center midfield",6.47,2.75,2.4,1.14,0.18,0,0,0,0.18,0,55,47,19,23,7,7,0,4.07,21.48,4.45
"3014","14","VOCA","IDRIZ",2020-01-20 12:59:03,"practice","center midfield",7.16,2.67,2.9,1.41,0.16,0,0,0,0.16,0,48,35,19,10,5,0,0,4.53,21.4,4.3
"3015","18","EMINI","LORIK",2020-01-20 12:59:03,"practice","orik center",6.43,2.58,2.63,0.89,0.28,0.06,0,0,0.33,0.06,42,50,13,24,2,14,0,4.13,23.77,4.88
"3016","20","DEMHASAJ","MIMI",2020-01-20 12:59:03,"practice","center forward",6.17,2.41,2.19,1.15,0.41,0.02,0,0,0.42,0.02,24,26,9,10,5,4,0,5.01,22.87,4.57
"3017","21","MALES","DARIAN",2020-01-20 12:59:03,"practice","center forward",6.47,2.24,2.32,1.39,0.49,0.02,0.01,0,0.51,0.04,27,48,12,27,4,14,1,4.99,25.85,4.37
"3018","22","BURCH","MARCO",2020-01-20 12:59:03,"practice","right back",7.72,2.86,3.09,1.39,0.33,0.04,0.01,0,0.37,0.05,33,52,11,20,5,12,1,4.87,26.58,4.58
"3019","27","SCHWEGLER","CHRISTIAN",2020-01-20 12:59:03,"practice","right back",5.49,2.61,1.96,0.61,0.24,0.04,0.03,0,0.3,0.07,72,55,25,29,5,13,2,4.35,28.01,5.03
"3020","28","TIA","CHEF",2020-01-20 12:59:03,"practice","center forward",8.51,4.92,2.24,0.94,0.34,0.04,0.03,0,0.39,0.07,55,74,18,39,5,27,3,4.43,26.98,5.18
"3021","77","RYDER","MATOS",2020-01-20 12:59:03,"practice","center forward",5.43,2.36,1.94,0.77,0.29,0.06,0.01,0,0.35,0.07,41,29,9,19,3,17,2,4.42,24.9,4.54
"3022","3","BÜRKI","MARCO",2020-06-20 08:23:42,"practice","left back",5.02,2.47,1.25,0.88,0.35,0.05,0.02,0,0.41,0.06,33,27,14,8,9,5,2,2.95,25.8,5.64
"3023","4","KNEZEVIC","STEFAN",2020-06-20 08:23:42,"practice","center back",5.64,2.65,1.45,1.01,0.44,0.07,0.04,0,0.53,0.1,52,36,30,13,11,7,3,3.41,28.13,5.07
"3024","5","ALVES","LUCAS",2020-06-20 08:23:42,"practice","center back",5.11,2.3,1.48,1.01,0.25,0.07,0.01,0,0.31,0.07,48,44,21,22,13,7,1,3.03,26.09,4.95
"3025","6","BALATUBAN","ASH",2020-06-20 08:23:42,"practice","left back",5.15,2.29,1.21,1.05,0.48,0.07,0.06,0,0.59,0.13,54,44,27,26,11,13,4,3.1,28.11,5.91
"3026","7","IBRAH","NDIAYE",2020-06-20 08:23:42,"practice","left forward",5.79,2.47,1.32,1.11,0.72,0.14,0.03,0,0.87,0.17,85,69,60,35,32,20,6,3.45,25.39,5.68
"3027","9","MARGIOTTA","F",2020-06-20 08:23:42,"practice","ran center",5.53,2.82,1.32,0.93,0.35,0.07,0.04,0,0.45,0.1,29,32,17,19,10,12,3,3.08,27.64,5.88
"3028","10","ELEKE","BLESSING",2020-06-20 08:23:42,"practice","center forward",5.85,2.97,1.7,0.78,0.29,0.05,0.05,0,0.39,0.1,35,18,18,13,9,8,6,3.48,29.24,5.39
"3029","11","SCHURPF","PASCA",2020-06-20 08:23:42,"practice","left forward",5.65,2.55,1.4,1.12,0.46,0.09,0.03,0,0.57,0.12,44,37,26,20,14,8,3,3.34,28.36,5.57
"3030","12","SIDLER","SYLVAN",2020-06-20 08:23:42,"practice","left back",5.49,2.64,1.16,1,0.57,0.08,0.03,0,0.68,0.11,39,38,20,24,12,13,5,3.22,26.51,5.69
"3031","14","VOCA","IDRIZ",2020-06-20 08:23:42,"practice","center midfield",5.91,2.43,1.45,1.4,0.49,0.1,0.03,0,0.61,0.12,53,54,28,18,20,7,3,3.63,26.98,5.42
"3032","15","SCHULZ","MARVIN",2020-06-20 08:23:42,"practice","center midfield",5.68,2.75,1.39,0.87,0.5,0.11,0.06,0,0.65,0.17,43,48,24,34,9,15,5,3.29,29.79,5.08
"3033","17","GRETHER","SIMON",2020-06-20 08:23:42,"practice","right back",5.29,2.59,1.45,0.89,0.35,0.02,0,0,0.36,0.02,35,20,14,14,7,4,0,3.04,21.96,5.33
"3034","18","EMINI","LORIK",2020-06-20 08:23:42,"practice","orik center",5.83,2.41,1.54,1.19,0.61,0.06,0.03,0,0.68,0.09,63,46,32,21,20,16,2,3.53,26,5.11
"3035","19","OWUSU","TYRON",2020-06-20 08:23:42,"practice","left forward",5.29,2.23,1.26,1.2,0.5,0.07,0.03,0,0.59,0.09,37,33,15,11,10,11,2,3.13,27.36,5.52
"3036","21","MALES","DARIAN",2020-06-20 08:23:42,"practice","center forward",5.64,3.11,1,0.88,0.54,0.07,0.04,0,0.64,0.11,28,14,11,9,7,2,3,2.98,27.23,5.81
"3037","22","BURCH","MARCO",2020-06-20 08:23:42,"practice","right back",5.47,2.55,1.4,1.04,0.43,0.03,0.01,0,0.47,0.04,52,49,25,32,14,13,1,3.23,25.43,5.71
"3038","23","MISTVAFOVIC","DAVID",2020-06-20 08:23:42,"practice","center back",5.22,2.31,1.43,0.97,0.45,0.04,0.02,0,0.5,0.06,52,43,22,29,16,13,1,3.1,26.59,6
"3039","77","RYDER","MATOS",2020-06-20 08:23:42,"practice","center forward",6.21,2.52,1.47,1.27,0.67,0.16,0.11,0,0.93,0.27,45,48,27,25,16,12,8,3.79,29.84,5.9
"3040","0","BALATUBAN","ASH",2020-07-20 08:40:11,"practice","left back",4.97,2.18,1.69,0.82,0.26,0.01,0,0,0.26,0.01,58,37,24,19,9,6,0,4.39,21.99,4.55
"3041","6","BINOUS","SALAH",2020-07-20 08:40:11,"practice","center forward",5.1,2.02,1.66,1.12,0.25,0.04,0.01,0,0.29,0.05,62,60,21,28,13,8,2,4.59,24.62,4.94
"3042","7","IBRAH","NDIAYE",2020-07-20 08:40:11,"practice","left forward",4.79,2.26,1.4,0.94,0.19,0,0,0,0.18,0,53,35,24,14,8,3,0,4.17,19.39,5.4
"3043","10","ELEKE","BLESSING",2020-07-20 08:40:11,"practice","center forward",4.95,2.48,1.55,0.72,0.18,0.01,0,0,0.19,0.01,41,35,22,20,10,6,0,4.39,22.43,4.67
"3044","12","SIDLER","SYLVAN",2020-07-20 08:40:11,"practice","left back",4.8,2.14,1.66,0.87,0.14,0,0,0,0.13,0,57,45,24,19,7,11,0,4.41,21.11,5.27
"3045","15","SCHULZ","MARVIN",2020-07-20 08:40:11,"practice","center midfield",4.74,1.87,1.85,0.8,0.21,0.01,0,0,0.21,0.01,42,30,17,6,8,2,0,4.34,22.81,4.26
"3046","19","OWUSU","TYRON",2020-07-20 08:40:11,"practice","left forward",4.69,2.16,1.78,0.65,0.1,0,0,0,0.1,0,37,19,12,4,3,2,0,4.34,21.34,4.89
"3047","20","JASHARI","ARDON",2020-07-20 08:40:11,"practice","center midfield",5.2,2.22,2.02,0.79,0.17,0.01,0,0,0.17,0.01,32,23,19,14,4,5,0,4.62,22.27,5.17
"3048","28","MARLEKU","MARK",2020-07-20 08:40:11,"practice","center forward",5.17,2.12,1.81,0.96,0.29,0,0,0,0.28,0,48,36,18,17,6,8,0,4.67,20.91,4.73
"3049","2","KAKABADZE","OTAR",2019-09-20 08:04:26,"practice","right back",4.35,2.18,1.22,0.59,0.27,0.03,0.06,0,0.36,0.09,13,5,8,5,2,4,3,3.28,28.91,5.39
"3050","3","CIRKOVIC","LAZAR",2019-09-20 08:04:26,"practice","center back",3.88,2.08,1.06,0.43,0.27,0.04,0,0,0.3,0.04,26,10,11,1,3,0,0,2.92,23.12,4.33
"3051","4","KNEZEVIC","STEFAN",2019-09-20 08:04:26,"practice","center back",3.58,2.46,0.85,0.13,0.13,0.01,0,0,0.13,0.01,16,8,4,3,2,0,0,2.76,21.46,4.29
"3052","5","ALVES","LUCAS",2019-09-20 08:04:26,"practice","center back",3.53,2.06,0.95,0.32,0.16,0.04,0.01,0,0.2,0.04,26,11,15,4,3,1,2,2.85,24.32,4.16
"3053","7","IBRAH","NDIAYE",2019-09-20 08:04:26,"practice","left forward",4.15,1.88,1.11,0.64,0.27,0.16,0.09,0,0.52,0.25,36,34,17,17,9,5,8,3.41,29.39,5.37
"3054","9","MARGIOTTA","F",2019-09-20 08:04:26,"practice","ran center",3.69,1.91,1.28,0.31,0.17,0.02,0.01,0,0.19,0.02,12,15,6,6,1,2,1,3.1,24.82,4.03
"3055","10","ELEKE","BLESSING",2019-09-20 08:04:26,"practice","center forward",4.21,2.65,0.9,0.24,0.31,0.07,0.03,0,0.4,0.09,18,22,9,7,4,2,3,3.11,25.54,4.41
"3056","11","SCHURPF","PASCA",2019-09-20 08:04:26,"practice","left forward",3.94,2.02,1.21,0.39,0.22,0.06,0.03,0,0.31,0.09,21,4,9,1,1,0,2,3.35,26.53,4.33
"3057","12","SIDLER","SYLVAN",2019-09-20 08:04:26,"practice","left back",4.56,2.29,1.47,0.57,0.22,0,0.01,0,0.23,0.02,24,12,9,9,1,2,1,3.8,26.43,4.4
"3058","14","VOCA","IDRIZ",2019-09-20 08:04:26,"practice","center midfield",3.55,2.11,0.97,0.28,0.16,0.03,0,0,0.19,0.03,15,14,8,9,3,0,0,3.12,22.48,4.37
"3059","15","SCHULZ","MARVIN",2019-09-20 08:04:26,"practice","center midfield",3.96,2.21,1.07,0.38,0.27,0.02,0,0,0.29,0.02,19,2,5,0,0,0,0,3.4,23.61,3.93
"3060","16","BINOUS","SALAH",2019-09-20 08:04:26,"practice","center forward",3.01,1.56,0.92,0.34,0.17,0.02,0,0,0.19,0.02,20,18,6,4,2,3,0,2.45,22.96,4.11
"3061","20","DEMHASAJ","MIMI",2019-09-20 08:04:26,"practice","center forward",4.43,2.55,1.21,0.33,0.22,0.09,0.04,0,0.34,0.13,19,8,9,0,4,0,6,3.29,25.72,4.71
"3062","21","MALES","DARIAN",2019-09-20 08:04:26,"practice","center forward",3.32,1.63,0.98,0.45,0.16,0.08,0.01,0,0.25,0.09,34,14,20,10,12,4,1,2.81,25.78,5.24
"3063","23","MISTVAFOVIC","DAVID",2019-09-20 08:04:26,"practice","center back",3.14,1.63,0.99,0.32,0.19,0.02,0.01,0,0.2,0.02,35,11,14,4,3,1,1,2.65,24.8,4.46
"3064","77","RYDER","MATOS",2019-09-20 08:04:26,"practice","center forward",3.52,1.88,1.14,0.28,0.16,0.06,0,0,0.21,0.06,22,21,11,7,5,1,0,2.92,23.62,4.96
"3065","3","BÜRKI","MARCO",2020-11-20 09:28:51,"practice","left back",4.01,2.33,1.14,0.36,0.16,0,0.01,0,0.17,0.01,35,22,15,10,4,5,1,2.95,25.21,4.5
"3066","4","KNEZEVIC","STEFAN",2020-11-20 09:28:51,"practice","center back",5.01,2.53,1.55,0.55,0.35,0.03,0,0,0.38,0.04,35,35,26,17,10,4,1,3.42,24.35,4.65
"3067","5","ALVES","LUCAS",2020-11-20 09:28:51,"practice","center back",4.31,2.81,1.2,0.27,0.03,0,0,0,0.03,0,10,14,3,4,1,0,0,2.59,17.86,4.73
"3068","7","IBRAH","NDIAYE",2020-11-20 09:28:51,"practice","left forward",4.35,2.49,1.22,0.46,0.17,0.02,0,0,0.18,0.02,28,27,16,15,11,3,0,2.95,23.9,5.58
"3069","9","SORGIC","DEJAN",2020-11-20 09:28:51,"practice","ejan center",4.5,2.43,1.28,0.55,0.24,0.01,0,0,0.24,0.01,36,23,13,12,4,3,0,3.08,21.89,5.19
"3070","11","SCHURPF","PASCA",2020-11-20 09:28:51,"practice","left forward",4.49,2.4,1.36,0.49,0.21,0.02,0.01,0,0.23,0.02,27,23,11,8,5,3,1,3.18,25.83,4.87
"3071","12","SIDLER","SYLVAN",2020-11-20 09:28:51,"practice","left back",4.28,2.42,1.29,0.38,0.15,0.02,0.03,0,0.19,0.05,28,37,11,23,6,12,2,3.03,29.5,5.11
"3072","13","NDENGE","TSIY",2020-11-20 09:28:51,"practice","center midfield",4.87,2.71,1.37,0.57,0.22,0,0,0,0.21,0,41,23,27,11,8,7,0,3.14,21.02,5.81
"3073","14","CARBONELL","ALEX",2020-11-20 09:28:51,"practice","lex center",4.49,2.11,1.26,0.8,0.29,0.02,0,0,0.31,0.02,31,33,14,12,4,2,0,3.42,23.31,4.54
"3074","15","SCHULZ","MARVIN",2020-11-20 09:28:51,"practice","center midfield",4.41,2.48,1.29,0.45,0.17,0.01,0,0,0.17,0.01,27,28,18,12,5,3,0,3.19,22.35,4.61
"3075","18","EMINI","LORIK",2020-11-20 09:28:51,"practice","orik center",5.16,2.63,1.65,0.54,0.27,0.04,0.02,0,0.33,0.07,35,40,16,21,5,11,3,3.39,26.7,4.77
"3076","19","OWUSU","TYRON",2020-11-20 09:28:51,"practice","left forward",4.34,2.28,1.47,0.41,0.15,0.02,0,0,0.18,0.03,27,28,9,14,6,9,1,3.11,24.65,4.83
"3077","20","ALOUNGA","YVAN",2020-11-20 09:28:51,"practice","left forward",4.96,2.84,1.32,0.45,0.28,0.05,0.02,0,0.33,0.06,43,38,20,17,11,10,2,3.08,27.19,4.95
"3078","21","LINO","LANG",2020-11-20 09:28:51,"practice","right midfield",4.62,2.39,1.38,0.62,0.21,0.01,0,0,0.22,0.01,21,22,11,19,6,8,0,3.23,23.78,4.7
"3079","23","TAZAR","VAROL",2020-11-20 09:28:51,"practice","left forward",3.97,1.9,1.16,0.6,0.26,0.04,0.02,0,0.31,0.06,33,19,18,8,6,2,1,3.02,28.5,5.17
"3080","25","FRYDEK","MARTIN",2020-11-20 09:28:51,"practice","artin left",4.19,2.23,1.2,0.5,0.21,0.05,0.01,0,0.26,0.05,45,29,25,15,8,10,2,3.04,25.91,5.55
"3081","27","SCHWEGLER","CHRISTIAN",2020-11-20 09:28:51,"practice","right back",3.83,2.2,1.16,0.32,0.13,0.02,0,0,0.14,0.02,15,18,8,8,1,3,0,2.62,23.76,4.08
"3082","28","MARLEKU","MARK",2020-11-20 09:28:51,"practice","center forward",4.28,2.69,1.25,0.27,0.07,0,0,0,0.07,0,29,25,7,16,4,6,0,3.01,21.2,4.53
"3083","77","F","UGRINIC",2020-11-20 09:28:51,"practice","ilip center",4.81,2.5,1.37,0.54,0.36,0.03,0.01,0,0.39,0.04,41,28,31,19,14,8,2,3.51,25.06,4.75
"3084","3","CIRKOVIC","LAZAR",2020-01-21 13:29:48,"practice","center back",6.4,1.38,2.54,1.85,0.52,0.06,0.05,0,0.62,0.11,28,24,5,6,1,3,4,5.64,28.21,4.07
"3085","4","KNEZEVIC","STEFAN",2020-01-21 13:29:48,"practice","center back",6.8,1.58,2.31,1.92,0.76,0.2,0.03,0,0.98,0.23,40,30,12,11,4,7,2,5.99,26.59,4.38
"3086","5","ALVES","LUCAS",2020-01-21 13:29:48,"practice","center back",7.06,1.48,2.43,2.12,0.85,0.13,0.05,0,1.02,0.18,43,54,15,19,7,8,5,6.13,29.45,5.08
"3087","6","BALATUBAN","ASH",2020-01-21 13:29:48,"practice","left back",6.15,1.67,2.07,1.46,0.8,0.09,0.06,0,0.93,0.15,48,62,20,36,12,24,5,5.38,27.73,5.28
"3088","7","IBRAH","NDIAYE",2020-01-21 13:29:48,"practice","left forward",6.1,1.79,1.88,1.34,0.77,0.23,0.09,0,1.07,0.32,71,47,39,24,19,11,9,5.32,27.74,4.98
"3089","9","MARGIOTTA","F",2020-01-21 13:29:48,"practice","ran center",5.47,1.23,1.82,1.67,0.62,0.09,0.03,0,0.73,0.12,20,21,4,6,3,4,2,5.7,26.13,4.94
"3090","10","ELEKE","BLESSING",2020-01-21 13:29:48,"practice","center forward",5.84,1.94,2.09,1.01,0.59,0.14,0.06,0,0.79,0.2,45,46,23,18,9,8,7,5.05,27.55,5.02
"3091","11","SCHURPF","PASCA",2020-01-21 13:29:48,"practice","left forward",6.95,1.65,2.22,1.85,0.81,0.24,0.19,0,1.22,0.42,62,48,18,24,5,5,14,6.09,29.48,4.84
"3092","12","SIDLER","SYLVAN",2020-01-21 13:29:48,"practice","left back",6.9,1.73,2.43,1.62,0.81,0.17,0.14,0,1.1,0.3,49,60,20,36,3,23,9,6,28.61,4.77
"3093","13","NDENGE","TSIY",2020-01-21 13:29:48,"practice","center midfield",6.92,1.54,2.09,2.19,1.03,0.06,0.01,0,1.09,0.07,41,43,18,21,5,10,1,6.11,24.95,4.67
"3094","14","VOCA","IDRIZ",2020-01-21 13:29:48,"practice","center midfield",7.65,1.41,2.25,2.45,1.33,0.18,0.03,0,1.53,0.21,44,57,21,28,6,14,2,6.72,26.35,4.66
"3095","18","EMINI","LORIK",2020-01-21 13:29:48,"practice","orik center",6.91,1.4,2.3,2.33,0.83,0.05,0,0,0.87,0.04,45,41,13,21,5,5,0,6.11,23.2,4.27
"3096","19","LANG","LINO",2020-01-21 13:29:48,"practice","left forward",6.65,1.57,2.56,1.61,0.73,0.1,0.08,0,0.9,0.17,58,64,21,35,10,12,6,5.83,28.33,4.73
"3097","20","DEMHASAJ","MIMI",2020-01-21 13:29:48,"practice","center forward",6.28,1.85,1.94,1.44,0.78,0.18,0.09,0,1.03,0.27,41,32,13,17,3,2,7,5.46,27.77,6.63
"3098","21","MALES","DARIAN",2020-01-21 13:29:48,"practice","center forward",7.13,1.4,2.29,2.19,1.01,0.13,0.12,0,1.24,0.25,56,67,28,30,8,14,5,6.34,29.67,4.69
"3099","22","BURCH","MARCO",2020-01-21 13:29:48,"practice","right back",6.76,1.56,2.46,1.84,0.72,0.15,0.04,0,0.89,0.18,33,72,12,31,7,11,4,5.94,27.64,4.5
"3100","23","MISTVAFOVIC","DAVID",2020-01-21 13:29:48,"practice","center back",7.52,1.33,2.2,2.5,1.27,0.09,0.11,0,1.46,0.2,59,66,25,26,9,18,5,6.61,28.68,4.63
"3101","28","TIA","CHEF",2020-01-21 13:29:48,"practice","center forward",5.64,1.73,1.89,1.12,0.68,0.17,0.06,0,0.89,0.23,56,52,31,32,14,13,7,4.86,28.06,4.87
"3102","77","RYDER","MATOS",2020-01-21 13:29:48,"practice","center forward",5.96,1.67,2.03,1.42,0.59,0.11,0.11,0.01,0.81,0.23,44,43,25,25,9,14,7,5.28,31.03,5.7
"3103","3","BÜRKI","MARCO",2020-02-21 13:49:08,"practice","left back",4.8,1.93,1.85,0.7,0.2,0.05,0.07,0,0.31,0.12,43,27,20,14,9,10,2,3.98,28.94,4.94
"3104","4","KNEZEVIC","STEFAN",2020-02-21 13:49:08,"practice","center back",5.29,2.04,1.88,0.96,0.33,0.05,0.04,0,0.41,0.08,30,44,14,17,6,5,2,4.33,25.48,4.48
"3105","5","ALVES","LUCAS",2020-02-21 13:49:08,"practice","center back",4.99,1.77,1.87,0.96,0.3,0.06,0.02,0,0.38,0.09,34,25,20,15,9,7,5,4.07,25.1,4.86
"3106","6","BALATUBAN","ASH",2020-02-21 13:49:08,"practice","left back",5.06,1.9,1.73,0.96,0.38,0.05,0.04,0,0.46,0.09,42,42,18,15,9,11,3,4.14,27.75,4.4
"3107","9","MARGIOTTA","F",2020-02-21 13:49:08,"practice","ran center",5,1.85,1.84,0.92,0.32,0.05,0.01,0,0.37,0.06,28,21,10,9,0,0,2,4.11,24.64,3.96
"3108","10","ELEKE","BLESSING",2020-02-21 13:49:08,"practice","center forward",5.37,2.07,2.02,0.91,0.32,0.05,0.01,0,0.36,0.05,24,21,10,7,2,5,2,4.27,24.7,4.79
"3109","11","SCHURPF","PASCA",2020-02-21 13:49:08,"practice","left forward",5.3,1.98,1.81,0.9,0.46,0.05,0.09,0.01,0.6,0.15,44,35,26,17,9,6,3,4.27,30.23,4.83
"3110","12","SIDLER","SYLVAN",2020-02-21 13:49:08,"practice","left back",4.93,2.1,1.72,0.75,0.28,0.04,0.04,0,0.35,0.08,36,44,20,26,9,6,1,3.89,30.02,4.86
